https://wordery.com/man-who-fell-to-earth-walter-tevis-9781473213111	Man Who Fell to Earth	€7.62	Walter Tevis	9781473213111	Orion Publishing Co	Paperback	English
https://wordery.com/from-the-earth-to-the-moon-around-the-moon-jules-verne-9781840226706	From the Earth to the Moon / Around the Moon	€7.23	Jules Verne	9781840226706	Wordsworth Editions Ltd	Paperback	English
https://wordery.com/deep-wheel-orcadia-harry-josephine-giles-9781529066609	Deep Wheel Orcadia	€14.61	Harry Josephine Giles	9781529066609	Pan Macmillan	Paperback	
https://wordery.com/hard-switch-owen-d-pomery-9781910395707	Hard Switch	€21.19	Owen D. Pomery	9781910395707	Avery Hill Publishing Limited	Hardback	English
https://wordery.com/scattered-all-over-the-earth-yoko-tawada-9781783789122	Scattered All Over the Earth	€12.09	Yoko Tawada	9781783789122	Granta Books	Paperback	English
https://wordery.com/beautiful-star-yukio-mishima-9780241441091	Beautiful Star	€12.63	Yukio Mishima	9780241441091	Penguin Books Ltd	Paperback	
https://wordery.com/complete-alien-collection-symphony-of-death-the-cold-forge-prototype-into-charybdis-alex-white-9781803366586	Complete Alien Collection: Symphony of Death (The Cold Forge, Prototype, Into Charybdis)	€18.23	Alex White,Tim Waggoner	9781803366586	Titan Books Ltd	Paperback	English
https://wordery.com/hidden-girl-and-other-stories-ken-liu-9781838932060	Hidden Girl and Other Stories		Ken Liu	9781838932060	Bloomsbury Publishing PLC	Paperback	English
https://wordery.com/hitchhikers-guide-to-the-galaxy-the-complete-radio-series-douglas-adams-9781787534674	Hitchhiker's Guide to the Galaxy: The Complete Radio Series	€85.79	Douglas Adams,Eoin Colfer	9781787534674	BBC Worldwide Ltd	CD-Audio	English

